coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01186,HU,182.42,"Ice, ice cream and sorbets (ND)",102.29,19.7,01/05/2026
CP01186,IE,88.68,"Ice, ice cream and sorbets (ND)",90.51,12.2,01/05/2026
CP01186,IT,137.8,"Ice, ice cream and sorbets (ND)",97.8,140.9,01/05/2026
CP01186,LT,171.89,"Ice, ice cream and sorbets (ND)",107.26,6.9,01/05/2026
CP01186,MK,158.81,"Ice, ice cream and sorbets (ND)",99.22,6.5,01/05/2026
CP01186,MT,146.24,"Ice, ice cream and sorbets (ND)",105.41,2.4,01/05/2026
CP01186,NL,118.87,"Ice, ice cream and sorbets (ND)",94.98,62.3,01/05/2026
CP01186,PL,192.45,"Ice, ice cream and sorbets (ND)",105.49,141.6,01/05/2026
CP01186,PT,128.45,"Ice, ice cream and sorbets (ND)",100.89,24.8,01/05/2026
CP01186,RO,181.93,"Ice, ice cream and sorbets (ND)",99.15,46.6,01/05/2026
CP01186,SE,142.05,"Ice, ice cream and sorbets (ND)",105.99,33.9,01/05/2026
CP01186,SK,136.2,"Ice, ice cream and sorbets (ND)",104.96,20,01/05/2026
CP01186,LU,123.28,"Ice, ice cream and sorbets (ND)",106.43,0.7,01/05/2026
CP01186,IS,152.1,"Ice, ice cream and sorbets (ND)",95.68,0.7,01/05/2026
CP01189,IS,145.18,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.7,01/05/2026
CP01189,LU,136.22,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.7,01/05/2026
CP01189,SK,168.52,Other sugar confectionery and desserts n.e.c. (ND),99.85,20,01/05/2026
CP01189,SI,129.95,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.4,01/05/2026
CP01189,SE,131.82,Other sugar confectionery and desserts n.e.c. (ND),100.46,33.9,01/05/2026
CP01189,RO,177.6,Other sugar confectionery and desserts n.e.c. (ND),97.82,46.6,01/05/2026
CP01189,PT,124.26,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.8,01/05/2026
CP01189,PL,168.44,Other sugar confectionery and desserts n.e.c. (ND),101.93,141.6,01/05/2026
CP01189,MT,167.48,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.4,01/05/2026
CP01189,MK,172.8,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.5,01/05/2026
CP01189,LV,201.71,Other sugar confectionery and desserts n.e.c. (ND),120.48,4.8,01/05/2026
CP01189,LT,167.99,Other sugar confectionery and desserts n.e.c. (ND),104.31,6.9,01/05/2026
CP01189,IT,115.8,Other sugar confectionery and desserts n.e.c. (ND),100.6,140.9,01/05/2026
CP01189,IE,110.59,Other sugar confectionery and desserts n.e.c. (ND),90.81,12.2,01/05/2026
CP01189,HU,223.75,Other sugar confectionery and desserts n.e.c. (ND),103.51,19.7,01/05/2026
CP01189,HR,157.22,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.2,01/05/2026
CP01189,FR,111.35,Other sugar confectionery and desserts n.e.c. (ND),98.56,210.4,01/05/2026
CP01189,FI,113.1,Other sugar confectionery and desserts n.e.c. (ND),88.73,17.1,01/05/2026
CP01189,ES,145.03,Other sugar confectionery and desserts n.e.c. (ND),102.32,102.4,01/05/2026
CP01189,EL,130.03,Other sugar confectionery and desserts n.e.c. (ND),103.21,24.1,01/05/2026
CP01189,EE,202.02,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.4,01/05/2026
CP01189,DK,125.94,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.8,01/05/2026
CP01189,DE,133.19,Other sugar confectionery and desserts n.e.c. (ND),98.4,244.7,01/05/2026
CP01189,CZ,158.83,Other sugar confectionery and desserts n.e.c. (ND),105.11,40.5,01/05/2026
CP01189,CY,113.19,Other sugar confectionery and desserts n.e.c. (ND),99.5,2.5,01/05/2026
CP01189,CH,101.81,Other sugar confectionery and desserts n.e.c. (ND),100.42,25.7,01/05/2026
CP01189,BG,174.89,Other sugar confectionery and desserts n.e.c. (ND),102.78,22.2,01/05/2026
CP01189,AT,130.05,Other sugar confectionery and desserts n.e.c. (ND),101.53,27.8,01/05/2026
CP01189,NL,132.4,Other sugar confectionery and desserts n.e.c. (ND),97.85,62.3,01/05/2026
CP01189,BE,130.91,Other sugar confectionery and desserts n.e.c. (ND),97.85,50.8,01/05/2026
CP01182,CZ,144.86,Other sugars and sugar substitutes (ND),,40.5,01/05/2026
CP01182,BE,97.57,Other sugars and sugar substitutes (ND),,50.8,01/05/2026
CP01182,DK,96.42,Other sugars and sugar substitutes (ND),,20.8,01/05/2026
CP01182,IT,106.1,Other sugars and sugar substitutes (ND),,140.9,01/05/2026
CP01182,LU,101.5,Other sugars and sugar substitutes (ND),,0.7,01/05/2026
CP01182,SK,139.66,Other sugars and sugar substitutes (ND),,20,01/05/2026
CP01182,SI,112.64,Other sugars and sugar substitutes (ND),,9.4,01/05/2026
CP01182,DE,110.71,Other sugars and sugar substitutes (ND),100.25,244.7,01/05/2026
CP01182,EL,101.03,Other sugars and sugar substitutes (ND),104.24,24.1,01/05/2026
CP01182,FR,108.15,Other sugars and sugar substitutes (ND),98.2,210.4,01/05/2026
CP01182,HR,159.11,Other sugars and sugar substitutes (ND),98.35,12.2,01/05/2026
CP01182,HU,138.51,Other sugars and sugar substitutes (ND),94.52,19.7,01/05/2026
CP01182,IE,97.38,Other sugars and sugar substitutes (ND),100.72,12.2,01/05/2026
CP01182,IS,119.14,Other sugars and sugar substitutes (ND),93.68,0.7,01/05/2026
CP01182,MK,143.04,Other sugars and sugar substitutes (ND),105.23,6.5,01/05/2026
CP01182,PL,141.24,Other sugars and sugar substitutes (ND),105.52,141.6,01/05/2026
CP01182,RO,146.41,Other sugars and sugar substitutes (ND),101.3,46.6,01/05/2026
CP01182,SE,115.68,Other sugars and sugar substitutes (ND),100.22,33.9,01/05/2026
CP01182,GB,128.4,Other sugars and sugar substitutes (ND),103.5,131.1,01/05/2026
CP01182,CY,102.86,Other sugars and sugar substitutes (ND),98.88,2.5,01/05/2026
CP0126,IS,143.2,Soft drinks (ND),99.28,0.7,01/04/2026
CP0126,LU,123.19,Soft drinks (ND),102.74,0.7,01/04/2026
CP0126,SK,201.11,Soft drinks (ND),100,20,01/04/2026
CP0126,SI,158.97,Soft drinks (ND),102.04,9.4,01/04/2026
CP0126,SE,125.9,Soft drinks (ND),100.8,33.9,01/04/2026
CP0126,RO,191.62,Soft drinks (ND),97.16,46.6,01/04/2026
CP0126,PT,136.29,Soft drinks (ND),124.16,24.8,01/04/2026
CP0126,PL,165.86,Soft drinks (ND),97.48,141.6,01/04/2026
CP0126,NL,150.94,Soft drinks (ND),106.09,62.3,01/04/2026
CP0126,MT,145.56,Soft drinks (ND),108.02,2.4,01/04/2026
CP0126,MK,105.29,Soft drinks (ND),98.1,6.5,01/04/2026
CP0126,LV,159.61,Soft drinks (ND),101.33,4.8,01/04/2026
CP0126,LT,190.13,Soft drinks (ND),108,6.9,01/04/2026
CP0126,IT,130.7,Soft drinks (ND),98.9,140.9,01/04/2026
CP0126,IE,139.86,Soft drinks (ND),97.4,12.2,01/04/2026
CP0126,HU,207.84,Soft drinks (ND),102.97,19.7,01/04/2026
CP0126,HR,152.71,Soft drinks (ND),104.49,12.2,01/04/2026
CP0126,FR,146.38,Soft drinks (ND),100.49,210.4,01/04/2026
CP0126,FI,136.21,Soft drinks (ND),98.45,17.1,01/04/2026
CP0126,ES,152.69,Soft drinks (ND),103.14,102.4,01/04/2026
CP0126,EL,123.93,Soft drinks (ND),99.88,24.1,01/04/2026
CP0126,EE,171.35,Soft drinks (ND),105.85,5.4,01/04/2026
CP0126,DK,118.98,Soft drinks (ND),96.91,20.8,01/04/2026
CP0126,DE,153.51,Soft drinks (ND),101.99,244.7,01/04/2026
CP0126,CZ,138.35,Soft drinks (ND),96.29,40.5,01/04/2026
CP0126,CY,127.54,Soft drinks (ND),88.07,2.5,01/04/2026
CP0126,CH,106.51,Soft drinks (ND),98.39,25.7,01/04/2026
CP0126,BG,162.71,Soft drinks (ND),102.65,22.2,01/04/2026
CP0126,BE,137.96,Soft drinks (ND),104.96,50.8,01/04/2026
CP0126,AT,159.71,Soft drinks (ND),105.44,27.8,01/04/2026
CP01260,AT,159.71,Soft drinks (ND),105.44,27.8,01/04/2026
CP01260,BE,137.96,Soft drinks (ND),104.96,50.8,01/04/2026
CP01260,BG,162.71,Soft drinks (ND),102.65,22.2,01/04/2026
CP01260,CH,106.51,Soft drinks (ND),98.39,25.7,01/04/2026
CP01260,CY,127.54,Soft drinks (ND),88.07,2.5,01/04/2026
CP01260,CZ,138.35,Soft drinks (ND),96.29,40.5,01/04/2026
CP01260,DE,153.51,Soft drinks (ND),101.99,244.7,01/04/2026
CP01260,DK,118.98,Soft drinks (ND),96.91,20.8,01/04/2026
CP01260,EE,171.35,Soft drinks (ND),105.85,5.4,01/04/2026
CP01260,EL,123.93,Soft drinks (ND),99.88,24.1,01/04/2026
CP01260,ES,152.69,Soft drinks (ND),103.14,102.4,01/04/2026
CP01260,FI,136.21,Soft drinks (ND),98.45,17.1,01/04/2026
CP01260,FR,146.38,Soft drinks (ND),100.49,210.4,01/04/2026
CP01260,HR,152.71,Soft drinks (ND),104.49,12.2,01/04/2026
CP01260,HU,207.84,Soft drinks (ND),102.97,19.7,01/04/2026
CP01260,IE,139.86,Soft drinks (ND),97.4,12.2,01/04/2026
CP01260,IT,130.7,Soft drinks (ND),98.9,140.9,01/04/2026
CP01260,LT,190.13,Soft drinks (ND),108,6.9,01/04/2026
CP01260,LV,159.61,Soft drinks (ND),101.33,4.8,01/04/2026
CP01260,MK,105.29,Soft drinks (ND),98.1,6.5,01/04/2026
CP01260,MT,145.56,Soft drinks (ND),108.02,2.4,01/04/2026
CP01260,NL,150.94,Soft drinks (ND),106.09,62.3,01/04/2026
CP01260,PL,165.86,Soft drinks (ND),97.48,141.6,01/04/2026
CP01260,PT,136.29,Soft drinks (ND),124.16,24.8,01/04/2026
CP01260,RO,191.62,Soft drinks (ND),97.16,46.6,01/04/2026
CP01260,SE,125.9,Soft drinks (ND),100.8,33.9,01/04/2026
CP01260,SI,158.97,Soft drinks (ND),102.04,9.4,01/04/2026
CP01260,SK,201.11,Soft drinks (ND),100,20,01/04/2026
CP01260,LU,123.19,Soft drinks (ND),102.74,0.7,01/04/2026
CP01260,IS,143.2,Soft drinks (ND),99.28,0.7,01/04/2026
CP01,GB,144.9,Food and non-alcoholic beverages,100.6,131.1,01/04/2026
CP01,SK,167.74,Food and non-alcoholic beverages,102.43,20,01/04/2026
CP01,SI,150.17,Food and non-alcoholic beverages,103.16,9.4,01/04/2026
CP01,SE,140.8,Food and non-alcoholic beverages,103.68,33.9,01/04/2026
CP01,RO,183.98,Food and non-alcoholic beverages,100.77,46.6,01/04/2026
CP01,PT,143.22,Food and non-alcoholic beverages,102.29,24.8,01/04/2026
CP01,PL,178.66,Food and non-alcoholic beverages,105.05,141.6,01/04/2026
CP01,NL,145.75,Food and non-alcoholic beverages,104.09,62.3,01/04/2026
CP01,MT,157.56,Food and non-alcoholic beverages,104.83,2.4,01/04/2026
CP01,MK,159.76,Food and non-alcoholic beverages,100,6.5,01/04/2026
CP01,LV,174.99,Food and non-alcoholic beverages,106.6,4.8,01/04/2026
CP01,LT,176.63,Food and non-alcoholic beverages,105.92,6.9,01/04/2026
CP01,IT,138.8,Food and non-alcoholic beverages,102.3,140.9,01/04/2026
CP01,IE,117.41,Food and non-alcoholic beverages,96.63,12.2,01/04/2026
CP01,HU,203.18,Food and non-alcoholic beverages,103.2,19.7,01/04/2026
CP01,HR,155.08,Food and non-alcoholic beverages,102.59,12.2,01/04/2026
CP01,FR,136.6,Food and non-alcoholic beverages,102.08,210.4,01/04/2026
CP01,FI,129.37,Food and non-alcoholic beverages,98.02,17.1,01/04/2026
CP01,ES,148.86,Food and non-alcoholic beverages,103.72,102.4,01/04/2026
CP01,EL,140.37,Food and non-alcoholic beverages,99.61,24.1,01/04/2026
CP01,EE,182.47,Food and non-alcoholic beverages,106.51,5.4,01/04/2026
CP01,DK,137.26,Food and non-alcoholic beverages,103.7,20.8,01/04/2026
CP01,DE,154.3,Food and non-alcoholic beverages,104.3,244.7,01/04/2026
CP01,CZ,150.64,Food and non-alcoholic beverages,106.17,40.5,01/04/2026
CP01,CY,132.51,Food and non-alcoholic beverages,99.45,2.5,01/04/2026
CP01,CH,105.05,Food and non-alcoholic beverages,101.39,25.7,01/04/2026
CP01,BG,188.68,Food and non-alcoholic beverages,103.75,22.2,01/04/2026
CP01,BE,141,Food and non-alcoholic beverages,102.56,50.8,01/04/2026
CP01,AT,144.63,Food and non-alcoholic beverages,103.96,27.8,01/04/2026
CP01,IS,157.62,Food and non-alcoholic beverages,98.8,0.7,01/04/2026
CP01,LU,140.81,Food and non-alcoholic beverages,104.65,0.7,01/04/2026
CP01113,LU,149.89,Bread and bakery products (ND),105.29,0.7,01/04/2026
CP01113,IS,155.29,Bread and bakery products (ND),99.68,0.7,01/04/2026
CP01113,GB,140.6,Bread and bakery products (ND),102.9,131.1,01/04/2026
CP01113,SK,178.29,Bread and bakery products (ND),100.29,20,01/04/2026
CP01113,SI,139.25,Bread and bakery products (ND),99.69,9.4,01/04/2026
CP01113,SE,124.15,Bread and bakery products (ND),100.37,33.9,01/04/2026
CP01113,RO,193.7,Bread and bakery products (ND),101.82,46.6,01/04/2026
CP01113,PT,138.93,Bread and bakery products (ND),99.01,24.8,01/04/2026
CP01113,PL,201.58,Bread and bakery products (ND),103.93,141.6,01/04/2026
CP01113,NL,138.44,Bread and bakery products (ND),101.86,62.3,01/04/2026
CP01113,MT,164.03,Bread and bakery products (ND),104.08,2.4,01/04/2026
CP01113,MK,171.96,Bread and bakery products (ND),99.47,6.5,01/04/2026
CP01113,LV,179.22,Bread and bakery products (ND),102.59,4.8,01/04/2026
CP01113,LT,174.15,Bread and bakery products (ND),102.93,6.9,01/04/2026
CP01113,IT,130.2,Bread and bakery products (ND),100.8,140.9,01/04/2026
CP01113,IE,122.75,Bread and bakery products (ND),96.38,12.2,01/04/2026
CP01113,HU,242.72,Bread and bakery products (ND),104.96,19.7,01/04/2026
CP01113,HR,162.88,Bread and bakery products (ND),99.9,12.2,01/04/2026
CP01113,FR,128.46,Bread and bakery products (ND),100.97,210.4,01/04/2026
CP01113,FI,123.77,Bread and bakery products (ND),99.48,17.1,01/04/2026
CP01113,ES,136.06,Bread and bakery products (ND),100.19,102.4,01/04/2026
CP01113,EL,128.18,Bread and bakery products (ND),98.85,24.1,01/04/2026
CP01113,EE,175.62,Bread and bakery products (ND),105.53,5.4,01/04/2026
CP01113,DK,141.83,Bread and bakery products (ND),103.84,20.8,01/04/2026
CP01113,DE,155.23,Bread and bakery products (ND),101.97,244.7,01/04/2026
CP01113,CZ,158.83,Bread and bakery products (ND),106.68,40.5,01/04/2026
CP01113,CY,126.91,Bread and bakery products (ND),98.39,2.5,01/04/2026
CP01113,CH,106.72,Bread and bakery products (ND),99.42,25.7,01/04/2026
CP01113,BG,214.07,Bread and bakery products (ND),103.18,22.2,01/04/2026
CP01113,BE,143.87,Bread and bakery products (ND),103.27,50.8,01/04/2026
CP01113,AT,150.65,Bread and bakery products (ND),105.09,27.8,01/04/2026
CP01181,AT,139.44,Cane sugar and beet sugar (ND),95.24,27.8,01/04/2026
CP01181,BE,133.3,Cane sugar and beet sugar (ND),96.54,50.8,01/04/2026
CP01181,BG,149.54,Cane sugar and beet sugar (ND),116.52,22.2,01/04/2026
CP01181,CH,115.49,Cane sugar and beet sugar (ND),98.78,25.7,01/04/2026
CP01181,CY,103.54,Cane sugar and beet sugar (ND),95.81,2.5,01/04/2026
CP01181,CZ,113.44,Cane sugar and beet sugar (ND),113.94,40.5,01/04/2026
CP01181,DE,141.51,Cane sugar and beet sugar (ND),99.51,244.7,01/04/2026
CP01181,DK,124.45,Cane sugar and beet sugar (ND),102.16,20.8,01/04/2026
CP01181,EE,151.88,Cane sugar and beet sugar (ND),130.52,5.4,01/04/2026
CP01181,EL,94.23,Cane sugar and beet sugar (ND),101.43,24.1,01/04/2026
CP01181,ES,137.46,Cane sugar and beet sugar (ND),98.18,102.4,01/04/2026
CP01181,FI,126.67,Cane sugar and beet sugar (ND),97.54,17.1,01/04/2026
CP01181,FR,138.74,Cane sugar and beet sugar (ND),94.82,210.4,01/04/2026
CP01181,HR,144.84,Cane sugar and beet sugar (ND),111.12,12.2,01/04/2026
CP01181,HU,185.72,Cane sugar and beet sugar (ND),122.75,19.7,01/04/2026
CP01181,IE,140.9,Cane sugar and beet sugar (ND),102.3,12.2,01/04/2026
CP01181,IT,130.4,Cane sugar and beet sugar (ND),98.5,140.9,01/04/2026
CP01181,LT,124.6,Cane sugar and beet sugar (ND),106.04,6.9,01/04/2026
CP01181,LV,112.33,Cane sugar and beet sugar (ND),99.75,4.8,01/04/2026
CP01181,MK,143.45,Cane sugar and beet sugar (ND),118.75,6.5,01/04/2026
CP01181,MT,110.49,Cane sugar and beet sugar (ND),96.71,2.4,01/04/2026
CP01181,NL,145.88,Cane sugar and beet sugar (ND),101.8,62.3,01/04/2026
CP01181,PL,120.31,Cane sugar and beet sugar (ND),128.81,141.6,01/04/2026
CP01181,PT,134.53,Cane sugar and beet sugar (ND),103.56,24.8,01/04/2026
CP01181,RO,159.05,Cane sugar and beet sugar (ND),107.94,46.6,01/04/2026
CP01181,SE,143.68,Cane sugar and beet sugar (ND),97.82,33.9,01/04/2026
CP01181,SI,119.08,Cane sugar and beet sugar (ND),98.85,9.4,01/04/2026
CP01181,SK,180.5,Cane sugar and beet sugar (ND),115.69,20,01/04/2026
CP01181,GB,171,Cane sugar and beet sugar (ND),104.1,131.1,01/04/2026
CP01181,LU,144.89,Cane sugar and beet sugar (ND),110.71,0.7,01/04/2026
CP01181,IS,127.91,Cane sugar and beet sugar (ND),88.77,0.7,01/04/2026
CP01114,IS,127.07,Breakfast cereals (ND),84.55,0.7,01/04/2026
CP01114,LU,126.68,Breakfast cereals (ND),99.53,0.7,01/04/2026
CP01114,GB,159.8,Breakfast cereals (ND),104.1,131.1,01/04/2026
CP01114,SK,171.89,Breakfast cereals (ND),101.79,20,01/04/2026
CP01114,SI,123.83,Breakfast cereals (ND),100.35,9.4,01/04/2026
CP01114,SE,133.3,Breakfast cereals (ND),104.68,33.9,01/04/2026
CP01114,RO,165.53,Breakfast cereals (ND),98.52,46.6,01/04/2026
CP01114,PT,123.38,Breakfast cereals (ND),97.27,24.8,01/04/2026
CP01114,PL,164.93,Breakfast cereals (ND),99.62,141.6,01/04/2026
CP01114,NL,133.69,Breakfast cereals (ND),99.28,62.3,01/04/2026
CP01114,MT,126.32,Breakfast cereals (ND),100.58,2.4,01/04/2026
CP01114,MK,174.32,Breakfast cereals (ND),102.98,6.5,01/04/2026
CP01114,LV,178.94,Breakfast cereals (ND),97.96,4.8,01/04/2026
CP01114,LT,175.65,Breakfast cereals (ND),102.75,6.9,01/04/2026
CP01114,IT,112.6,Breakfast cereals (ND),97.3,140.9,01/04/2026
CP01114,IE,103.39,Breakfast cereals (ND),92.41,12.2,01/04/2026
CP01114,HU,201.07,Breakfast cereals (ND),107.26,19.7,01/04/2026
CP01114,HR,160.06,Breakfast cereals (ND),103.68,12.2,01/04/2026
CP01114,FR,122.86,Breakfast cereals (ND),97.65,210.4,01/04/2026
CP01114,FI,122.71,Breakfast cereals (ND),98.16,17.1,01/04/2026
CP01114,ES,135.74,Breakfast cereals (ND),100.46,102.4,01/04/2026
CP01114,EL,127.39,Breakfast cereals (ND),108.12,24.1,01/04/2026
CP01114,EE,154.16,Breakfast cereals (ND),105.07,5.4,01/04/2026
CP01114,DK,135.42,Breakfast cereals (ND),102.65,20.8,01/04/2026
CP01114,DE,136.77,Breakfast cereals (ND),102.18,244.7,01/04/2026
CP01114,CZ,130,Breakfast cereals (ND),104.02,40.5,01/04/2026
CP01114,CY,110.92,Breakfast cereals (ND),90.91,2.5,01/04/2026
CP01114,CH,107.6,Breakfast cereals (ND),100.16,25.7,01/04/2026
CP01114,BG,134.17,Breakfast cereals (ND),98.58,22.2,01/04/2026
CP01114,BE,119.5,Breakfast cereals (ND),95.44,50.8,01/04/2026
CP01114,AT,119.25,Breakfast cereals (ND),99.68,27.8,01/04/2026
CP012,SE,149,Non-alcoholic beverages,103.1,33.9,01/04/2026
CP012,ES,154.26,Non-alcoholic beverages,103.1,102.4,01/04/2026
CP012,AT,160.32,Non-alcoholic beverages,104.55,27.8,01/04/2026
CP012,BE,138.65,Non-alcoholic beverages,103.96,50.8,01/04/2026
CP012,BG,170.77,Non-alcoholic beverages,104.47,22.2,01/04/2026
CP012,CH,106.79,Non-alcoholic beverages,98.58,25.7,01/04/2026
CP012,CY,129.79,Non-alcoholic beverages,94.02,2.5,01/04/2026
CP012,CZ,145.54,Non-alcoholic beverages,102.45,40.5,01/04/2026
CP012,DE,150.56,Non-alcoholic beverages,101.45,244.7,01/04/2026
CP012,DK,131.05,Non-alcoholic beverages,99.9,20.8,01/04/2026
CP012,EE,180.32,Non-alcoholic beverages,104.02,5.4,01/04/2026
CP012,EL,135.74,Non-alcoholic beverages,104.14,24.1,01/04/2026
CP012,FI,156.34,Non-alcoholic beverages,100.36,17.1,01/04/2026
CP012,FR,136.74,Non-alcoholic beverages,100.11,210.4,01/04/2026
CP012,HR,163.27,Non-alcoholic beverages,105.02,12.2,01/04/2026
CP012,HU,202.36,Non-alcoholic beverages,103.51,19.7,01/04/2026
CP012,IT,137.2,Non-alcoholic beverages,99.8,140.9,01/04/2026
CP012,LT,165.43,Non-alcoholic beverages,103.68,6.9,01/04/2026
CP012,LV,174.5,Non-alcoholic beverages,99.55,4.8,01/04/2026
CP012,MK,145.79,Non-alcoholic beverages,103.07,6.5,01/04/2026
CP012,MT,140.11,Non-alcoholic beverages,106.75,2.4,01/04/2026
CP012,NL,157.79,Non-alcoholic beverages,104.53,62.3,01/04/2026
CP012,PL,164.69,Non-alcoholic beverages,100.96,141.6,01/04/2026
CP012,PT,137.13,Non-alcoholic beverages,107.98,24.8,01/04/2026
CP012,SI,156.48,Non-alcoholic beverages,102.94,9.4,01/04/2026
CP012,SK,170.31,Non-alcoholic beverages,101.36,20,01/04/2026
CP012,GB,150.5,Non-alcoholic beverages,98.1,131.1,01/04/2026
CP012,LU,133.63,Non-alcoholic beverages,103.37,0.7,01/04/2026
CP012,IS,146.8,Non-alcoholic beverages,96.45,0.7,01/04/2026
CP012,RO,181.59,Non-alcoholic beverages,96.89,46.6,01/04/2026
CP012,IE,122.17,Non-alcoholic beverages,96.89,12.2,01/04/2026
CP01185,CZ,171.75,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,40.5,01/04/2026
CP01185,SK,151.02,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,20,01/04/2026
CP01185,AT,150.39,"Chocolate, cocoa and cocoa-based food products (ND)",103.85,27.8,01/04/2026
CP01185,BE,152.83,"Chocolate, cocoa and cocoa-based food products (ND)",100.32,50.8,01/04/2026
CP01185,BG,204.23,"Chocolate, cocoa and cocoa-based food products (ND)",106.18,22.2,01/04/2026
CP01185,CH,123.61,"Chocolate, cocoa and cocoa-based food products (ND)",100.11,25.7,01/04/2026
CP01185,CY,152.52,"Chocolate, cocoa and cocoa-based food products (ND)",105.56,2.5,01/04/2026
CP01185,DE,175.63,"Chocolate, cocoa and cocoa-based food products (ND)",102.49,244.7,01/04/2026
CP01185,DK,156.58,"Chocolate, cocoa and cocoa-based food products (ND)",103.39,20.8,01/04/2026
CP01185,EE,222.12,"Chocolate, cocoa and cocoa-based food products (ND)",107.73,5.4,01/04/2026
CP01185,EL,161.84,"Chocolate, cocoa and cocoa-based food products (ND)",106.5,24.1,01/04/2026
CP01185,ES,166.75,"Chocolate, cocoa and cocoa-based food products (ND)",102.71,102.4,01/04/2026
CP01185,FI,152.08,"Chocolate, cocoa and cocoa-based food products (ND)",91.44,17.1,01/04/2026
CP01185,FR,153.35,"Chocolate, cocoa and cocoa-based food products (ND)",101.98,210.4,01/04/2026
