coicop18,geo,OBS_VALUE,coicop_description,HICP_2017,consumption,Date
CP01114,FI,99.39,Breakfast cereals (ND),98.16,16.6,01/03/2019
CP01114,ES,100.77,Breakfast cereals (ND),100.46,106.7,01/03/2019
CP01114,EL,104.55,Breakfast cereals (ND),108.12,26.2,01/03/2019
CP01114,EE,106.44,Breakfast cereals (ND),105.07,5.4,01/03/2019
CP01114,DK,102.54,Breakfast cereals (ND),102.65,20.9,01/03/2019
CP01114,DE,104.15,Breakfast cereals (ND),102.18,254.5,01/03/2019
CP01114,CZ,108.29,Breakfast cereals (ND),104.02,40.7,01/03/2019
CP01114,CY,103.04,Breakfast cereals (ND),90.91,2.3,01/03/2019
CP01114,CH,101.62,Breakfast cereals (ND),100.16,25.8,01/03/2019
CP01114,BG,98.56,Breakfast cereals (ND),98.58,23.3,01/03/2019
CP01114,BE,99.58,Breakfast cereals (ND),95.44,49.2,01/03/2019
CP01114,AT,101.86,Breakfast cereals (ND),99.68,27.2,01/03/2019
CP012,SE,105.82,Non-alcoholic beverages,103.1,32.8,01/03/2019
CP012,ES,106.05,Non-alcoholic beverages,103.1,106.7,01/03/2019
CP012,AT,106.77,Non-alcoholic beverages,104.55,27.2,01/03/2019
CP012,BE,106.88,Non-alcoholic beverages,103.96,49.2,01/03/2019
CP012,BG,105.59,Non-alcoholic beverages,104.47,23.3,01/03/2019
CP012,CH,99.22,Non-alcoholic beverages,98.58,25.8,01/03/2019
CP012,CY,95.9,Non-alcoholic beverages,94.02,2.3,01/03/2019
CP012,CZ,103.49,Non-alcoholic beverages,102.45,40.7,01/03/2019
CP012,DE,103.38,Non-alcoholic beverages,101.45,254.5,01/03/2019
CP012,DK,100.97,Non-alcoholic beverages,99.9,20.9,01/03/2019
CP012,EE,106.53,Non-alcoholic beverages,104.02,5.4,01/03/2019
CP012,EL,106.05,Non-alcoholic beverages,104.14,26.2,01/03/2019
CP012,FI,101.79,Non-alcoholic beverages,100.36,16.6,01/03/2019
CP012,FR,103.06,Non-alcoholic beverages,100.11,207.1,01/03/2019
CP012,HR,105.08,Non-alcoholic beverages,105.02,12.9,01/03/2019
CP012,HU,108.91,Non-alcoholic beverages,103.51,20.2,01/03/2019
CP012,IT,101,Non-alcoholic beverages,99.8,145.8,01/03/2019
CP012,LT,101.51,Non-alcoholic beverages,103.68,7,01/03/2019
CP012,LV,99.3,Non-alcoholic beverages,99.55,5,01/03/2019
CP012,MK,99.73,Non-alcoholic beverages,103.07,6.4,01/03/2019
CP012,MT,109.3,Non-alcoholic beverages,106.75,2.2,01/03/2019
CP012,NL,105.38,Non-alcoholic beverages,104.53,60.8,01/03/2019
CP012,PL,103.08,Non-alcoholic beverages,100.96,142.9,01/03/2019
CP012,PT,109.29,Non-alcoholic beverages,107.98,24.8,01/03/2019
CP012,SI,104.74,Non-alcoholic beverages,102.94,9.4,01/03/2019
CP012,SK,100.28,Non-alcoholic beverages,101.36,20.2,01/03/2019
CP012,GB,105.5,Non-alcoholic beverages,98.1,123.4,01/03/2019
CP012,IS,100.59,Non-alcoholic beverages,96.45,0.8,01/03/2019
CP012,LU,105.68,Non-alcoholic beverages,103.37,0.6,01/03/2019
CP012,RO,99.4,Non-alcoholic beverages,96.89,48.7,01/03/2019
CP012,IE,96.2,Non-alcoholic beverages,96.89,11.4,01/03/2019
CP01185,CZ,100.84,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,40.7,01/03/2019
CP01185,SK,104.24,"Chocolate, cocoa and cocoa-based food products (ND)",103.53,20.2,01/03/2019
CP01185,AT,103.98,"Chocolate, cocoa and cocoa-based food products (ND)",103.85,27.2,01/03/2019
CP01185,BE,105.69,"Chocolate, cocoa and cocoa-based food products (ND)",100.32,49.2,01/03/2019
CP01185,BG,106.14,"Chocolate, cocoa and cocoa-based food products (ND)",106.18,23.3,01/03/2019
CP01185,CH,101.14,"Chocolate, cocoa and cocoa-based food products (ND)",100.11,25.8,01/03/2019
CP01185,CY,108.84,"Chocolate, cocoa and cocoa-based food products (ND)",105.56,2.3,01/03/2019
CP01185,DE,105.39,"Chocolate, cocoa and cocoa-based food products (ND)",102.49,254.5,01/03/2019
CP01185,DK,106.06,"Chocolate, cocoa and cocoa-based food products (ND)",103.39,20.9,01/03/2019
CP01185,EE,108.29,"Chocolate, cocoa and cocoa-based food products (ND)",107.73,5.4,01/03/2019
CP01185,EL,107.57,"Chocolate, cocoa and cocoa-based food products (ND)",106.5,26.2,01/03/2019
CP01185,ES,102.56,"Chocolate, cocoa and cocoa-based food products (ND)",102.71,106.7,01/03/2019
CP01185,FI,96.64,"Chocolate, cocoa and cocoa-based food products (ND)",91.44,16.6,01/03/2019
CP01185,FR,103.62,"Chocolate, cocoa and cocoa-based food products (ND)",101.98,207.1,01/03/2019
CP01185,HR,99.92,"Chocolate, cocoa and cocoa-based food products (ND)",99.06,12.9,01/03/2019
CP01185,HU,104.45,"Chocolate, cocoa and cocoa-based food products (ND)",101.62,20.2,01/03/2019
CP01185,IE,85.98,"Chocolate, cocoa and cocoa-based food products (ND)",90.04,11.4,01/03/2019
CP01185,IT,104.4,"Chocolate, cocoa and cocoa-based food products (ND)",102.8,145.8,01/03/2019
CP01185,LT,104.21,"Chocolate, cocoa and cocoa-based food products (ND)",103.49,7,01/03/2019
CP01185,LV,111.06,"Chocolate, cocoa and cocoa-based food products (ND)",107,5,01/03/2019
CP01185,MK,102.41,"Chocolate, cocoa and cocoa-based food products (ND)",99.35,6.4,01/03/2019
CP01185,MT,107.3,"Chocolate, cocoa and cocoa-based food products (ND)",103.86,2.2,01/03/2019
CP01185,NL,103.58,"Chocolate, cocoa and cocoa-based food products (ND)",101.13,60.8,01/03/2019
CP01185,PL,107.51,"Chocolate, cocoa and cocoa-based food products (ND)",103.35,142.9,01/03/2019
CP01185,PT,98.86,"Chocolate, cocoa and cocoa-based food products (ND)",99.98,24.8,01/03/2019
CP01185,RO,99.45,"Chocolate, cocoa and cocoa-based food products (ND)",98,48.7,01/03/2019
CP01185,SE,100.73,"Chocolate, cocoa and cocoa-based food products (ND)",99.41,32.8,01/03/2019
CP01185,SI,102.63,"Chocolate, cocoa and cocoa-based food products (ND)",105.03,9.4,01/03/2019
CP01185,GB,101.7,"Chocolate, cocoa and cocoa-based food products (ND)",100.5,123.4,01/03/2019
CP01185,IS,103.19,"Chocolate, cocoa and cocoa-based food products (ND)",96.42,0.8,01/03/2019
CP01185,LU,109.58,"Chocolate, cocoa and cocoa-based food products (ND)",108.11,0.6,01/03/2019
CP01183,IS,96.69,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",93.68,0.8,01/03/2019
CP01183,LU,107.09,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.06,0.6,01/03/2019
CP01183,GB,99.9,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97,123.4,01/03/2019
CP01183,SK,105.06,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.69,20.2,01/03/2019
CP01183,SI,105.85,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",104.8,9.4,01/03/2019
CP01183,SE,118.91,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.16,32.8,01/03/2019
CP01183,RO,106.29,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.18,48.7,01/03/2019
CP01183,PT,99.21,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",96.52,24.8,01/03/2019
CP01183,PL,108.93,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.32,142.9,01/03/2019
CP01183,NL,103.05,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.58,60.8,01/03/2019
CP01183,MT,107.86,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",105.13,2.2,01/03/2019
CP01183,MK,108.68,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.76,6.4,01/03/2019
CP01183,LV,110.43,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",111.29,5,01/03/2019
CP01183,LT,111.09,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",112.44,7,01/03/2019
CP01183,IT,101.2,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.8,145.8,01/03/2019
CP01183,IE,89.18,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",97.57,11.4,01/03/2019
CP01183,HU,99.19,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.34,20.2,01/03/2019
CP01183,HR,101.83,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",103.5,12.9,01/03/2019
CP01183,FR,103.59,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.21,207.1,01/03/2019
CP01183,FI,108.63,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.25,16.6,01/03/2019
CP01183,ES,103.54,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.02,106.7,01/03/2019
CP01183,EL,100.96,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",99.84,26.2,01/03/2019
CP01183,EE,107.6,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",106.38,5.4,01/03/2019
CP01183,DK,110.07,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.85,20.9,01/03/2019
CP01183,DE,100.95,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.04,254.5,01/03/2019
CP01183,CZ,96.07,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",100.25,40.7,01/03/2019
CP01183,CY,97.74,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",98.28,2.3,01/03/2019
CP01183,CH,101.81,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",87.47,25.8,01/03/2019
CP01183,BG,102.04,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",102.58,23.3,01/03/2019
CP01183,BE,103.83,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",101.1,49.2,01/03/2019
CP01183,AT,107.09,"Jams, marmalades, fruit jellies, purées and pastes, and honey (ND)",108.65,27.2,01/03/2019
CP0118,IS,102.18,"Sugar, confectionery and desserts (ND)",100.04,0.8,01/03/2019
CP0118,LU,108.55,"Sugar, confectionery and desserts (ND)",106.71,0.6,01/03/2019
CP0118,GB,102.3,"Sugar, confectionery and desserts (ND)",99.3,123.4,01/03/2019
CP0118,SK,106.53,"Sugar, confectionery and desserts (ND)",106.4,20.2,01/03/2019
CP0118,SI,100.7,"Sugar, confectionery and desserts (ND)",102.28,9.4,01/03/2019
CP0118,SE,104.52,"Sugar, confectionery and desserts (ND)",101.46,32.8,01/03/2019
CP0118,RO,101.3,"Sugar, confectionery and desserts (ND)",102.34,48.7,01/03/2019
CP0118,PT,101.12,"Sugar, confectionery and desserts (ND)",100.7,24.8,01/03/2019
CP0118,PL,107.84,"Sugar, confectionery and desserts (ND)",107.77,142.9,01/03/2019
CP0118,NL,101.17,"Sugar, confectionery and desserts (ND)",99.38,60.8,01/03/2019
CP0118,MT,104.54,"Sugar, confectionery and desserts (ND)",103.75,2.2,01/03/2019
CP0118,MK,103.44,"Sugar, confectionery and desserts (ND)",106.85,6.4,01/03/2019
CP0118,LV,106,"Sugar, confectionery and desserts (ND)",106.99,5,01/03/2019
CP0118,LT,103.11,"Sugar, confectionery and desserts (ND)",105.32,7,01/03/2019
CP0118,IT,100.5,"Sugar, confectionery and desserts (ND)",100.1,145.8,01/03/2019
CP0118,IE,88.06,"Sugar, confectionery and desserts (ND)",92.57,11.4,01/03/2019
CP0118,HU,106.61,"Sugar, confectionery and desserts (ND)",107.88,20.2,01/03/2019
CP0118,FR,101.98,"Sugar, confectionery and desserts (ND)",100.66,207.1,01/03/2019
CP0118,FI,91.46,"Sugar, confectionery and desserts (ND)",89.66,16.6,01/03/2019
CP0118,ES,102.19,"Sugar, confectionery and desserts (ND)",101.06,106.7,01/03/2019
CP0118,EE,111,"Sugar, confectionery and desserts (ND)",109.33,5.4,01/03/2019
CP0118,DK,103.24,"Sugar, confectionery and desserts (ND)",102.59,20.9,01/03/2019
CP0118,DE,101.96,"Sugar, confectionery and desserts (ND)",100.97,254.5,01/03/2019
CP0118,CZ,101.1,"Sugar, confectionery and desserts (ND)",105.89,40.7,01/03/2019
CP0118,CY,100.87,"Sugar, confectionery and desserts (ND)",100.75,2.3,01/03/2019
CP0118,CH,100.56,"Sugar, confectionery and desserts (ND)",98.97,25.8,01/03/2019
CP0118,BG,103,"Sugar, confectionery and desserts (ND)",108.19,23.3,01/03/2019
CP0118,BE,103.61,"Sugar, confectionery and desserts (ND)",99.74,49.2,01/03/2019
CP0118,AT,103.05,"Sugar, confectionery and desserts (ND)",102.23,27.2,01/03/2019
CP0118,HR,102.52,"Sugar, confectionery and desserts (ND)",102.85,12.9,01/03/2019
CP0118,EL,102.31,"Sugar, confectionery and desserts (ND)",102.85,26.2,01/03/2019
CP01186,LV,107.55,"Ice, ice cream and sorbets (ND)",101.74,5,01/03/2019
CP01186,SI,101.56,"Ice, ice cream and sorbets (ND)",101.74,9.4,01/03/2019
CP01186,AT,102.08,"Ice, ice cream and sorbets (ND)",100.79,27.2,01/03/2019
CP01186,BE,103.97,"Ice, ice cream and sorbets (ND)",100.82,49.2,01/03/2019
CP01186,BG,104.9,"Ice, ice cream and sorbets (ND)",102.13,23.3,01/03/2019
CP01186,CH,98.66,"Ice, ice cream and sorbets (ND)",101.38,25.8,01/03/2019
CP01186,CY,99.48,"Ice, ice cream and sorbets (ND)",97.61,2.3,01/03/2019
CP01186,CZ,98.7,"Ice, ice cream and sorbets (ND)",103.75,40.7,01/03/2019
CP01186,DE,100.39,"Ice, ice cream and sorbets (ND)",99.43,254.5,01/03/2019
CP01186,DK,103.36,"Ice, ice cream and sorbets (ND)",103.76,20.9,01/03/2019
CP01186,EE,111.37,"Ice, ice cream and sorbets (ND)",101.77,5.4,01/03/2019
CP01186,EL,99.42,"Ice, ice cream and sorbets (ND)",102.09,26.2,01/03/2019
CP01186,ES,100.37,"Ice, ice cream and sorbets (ND)",98.64,106.7,01/03/2019
CP01186,FI,86.88,"Ice, ice cream and sorbets (ND)",85.78,16.6,01/03/2019
CP01186,FR,100.46,"Ice, ice cream and sorbets (ND)",100.41,207.1,01/03/2019
CP01186,HR,102.5,"Ice, ice cream and sorbets (ND)",100.53,12.9,01/03/2019
CP01186,HU,105.91,"Ice, ice cream and sorbets (ND)",102.29,20.2,01/03/2019
CP01186,IE,86.38,"Ice, ice cream and sorbets (ND)",90.51,11.4,01/03/2019
CP01186,IT,97.8,"Ice, ice cream and sorbets (ND)",97.8,145.8,01/03/2019
CP01186,LT,109.91,"Ice, ice cream and sorbets (ND)",107.26,7,01/03/2019
CP01186,MK,100.39,"Ice, ice cream and sorbets (ND)",99.22,6.4,01/03/2019
CP01186,MT,105.41,"Ice, ice cream and sorbets (ND)",105.41,2.2,01/03/2019
CP01186,NL,93.97,"Ice, ice cream and sorbets (ND)",94.98,60.8,01/03/2019
CP01186,PL,111.02,"Ice, ice cream and sorbets (ND)",105.49,142.9,01/03/2019
CP01186,PT,108.59,"Ice, ice cream and sorbets (ND)",100.89,24.8,01/03/2019
CP01186,RO,104.01,"Ice, ice cream and sorbets (ND)",99.15,48.7,01/03/2019
CP01186,SE,109.08,"Ice, ice cream and sorbets (ND)",105.99,32.8,01/03/2019
CP01186,SK,110.14,"Ice, ice cream and sorbets (ND)",104.96,20.2,01/03/2019
CP01186,IS,105.28,"Ice, ice cream and sorbets (ND)",95.68,0.8,01/03/2019
CP01186,LU,106.93,"Ice, ice cream and sorbets (ND)",106.43,0.6,01/03/2019
CP01189,IS,101.87,Other sugar confectionery and desserts n.e.c. (ND),104.74,0.8,01/03/2019
CP01189,LU,108.55,Other sugar confectionery and desserts n.e.c. (ND),105.26,0.6,01/03/2019
CP01189,SK,104.08,Other sugar confectionery and desserts n.e.c. (ND),99.85,20.2,01/03/2019
CP01189,SI,104.62,Other sugar confectionery and desserts n.e.c. (ND),100.14,9.4,01/03/2019
CP01189,SE,103.26,Other sugar confectionery and desserts n.e.c. (ND),100.46,32.8,01/03/2019
CP01189,RO,100.5,Other sugar confectionery and desserts n.e.c. (ND),97.82,48.7,01/03/2019
CP01189,PT,99.39,Other sugar confectionery and desserts n.e.c. (ND),101.22,24.8,01/03/2019
CP01189,PL,104.91,Other sugar confectionery and desserts n.e.c. (ND),101.93,142.9,01/03/2019
CP01189,MT,105.8,Other sugar confectionery and desserts n.e.c. (ND),100.22,2.2,01/03/2019
CP01189,MK,101.81,Other sugar confectionery and desserts n.e.c. (ND),103.02,6.4,01/03/2019
CP01189,LV,121.74,Other sugar confectionery and desserts n.e.c. (ND),120.48,5,01/03/2019
CP01189,LT,105.33,Other sugar confectionery and desserts n.e.c. (ND),104.31,7,01/03/2019
CP01189,IT,101.2,Other sugar confectionery and desserts n.e.c. (ND),100.6,145.8,01/03/2019
CP01189,IE,87.98,Other sugar confectionery and desserts n.e.c. (ND),90.81,11.4,01/03/2019
CP01189,HU,110.25,Other sugar confectionery and desserts n.e.c. (ND),103.51,20.2,01/03/2019
CP01189,HR,103.91,Other sugar confectionery and desserts n.e.c. (ND),101.61,12.9,01/03/2019
CP01189,FR,99.33,Other sugar confectionery and desserts n.e.c. (ND),98.56,207.1,01/03/2019
CP01189,FI,88.26,Other sugar confectionery and desserts n.e.c. (ND),88.73,16.6,01/03/2019
CP01189,ES,104.57,Other sugar confectionery and desserts n.e.c. (ND),102.32,106.7,01/03/2019
CP01189,EL,103.53,Other sugar confectionery and desserts n.e.c. (ND),103.21,26.2,01/03/2019
CP01189,EE,111.96,Other sugar confectionery and desserts n.e.c. (ND),110.48,5.4,01/03/2019
CP01189,DK,100.55,Other sugar confectionery and desserts n.e.c. (ND),99.78,20.9,01/03/2019
CP01189,DE,98.64,Other sugar confectionery and desserts n.e.c. (ND),98.4,254.5,01/03/2019
CP01189,CZ,115.21,Other sugar confectionery and desserts n.e.c. (ND),105.11,40.7,01/03/2019
CP01189,CY,98.31,Other sugar confectionery and desserts n.e.c. (ND),99.5,2.3,01/03/2019
CP01189,CH,99.97,Other sugar confectionery and desserts n.e.c. (ND),100.42,25.8,01/03/2019
CP01189,BG,108.66,Other sugar confectionery and desserts n.e.c. (ND),102.78,23.3,01/03/2019
CP01189,AT,104.35,Other sugar confectionery and desserts n.e.c. (ND),101.53,27.2,01/03/2019
CP01189,NL,98.35,Other sugar confectionery and desserts n.e.c. (ND),97.85,60.8,01/03/2019
CP01189,BE,100.36,Other sugar confectionery and desserts n.e.c. (ND),97.85,49.2,01/03/2019
CP01182,SI,104.06,Other sugars and sugar substitutes (ND),,9.4,01/03/2019
CP01182,DE,99.93,Other sugars and sugar substitutes (ND),100.25,254.5,01/03/2019
CP01182,EL,103.58,Other sugars and sugar substitutes (ND),104.24,26.2,01/03/2019
CP01182,FR,99.34,Other sugars and sugar substitutes (ND),98.2,207.1,01/03/2019
CP01182,HR,99.94,Other sugars and sugar substitutes (ND),98.35,12.9,01/03/2019
CP01182,HU,96.15,Other sugars and sugar substitutes (ND),94.52,20.2,01/03/2019
CP01182,IE,92.54,Other sugars and sugar substitutes (ND),100.72,11.4,01/03/2019
CP01182,IS,96.69,Other sugars and sugar substitutes (ND),93.68,0.8,01/03/2019
CP01182,MK,100.39,Other sugars and sugar substitutes (ND),105.23,6.4,01/03/2019
CP01182,PL,107.55,Other sugars and sugar substitutes (ND),105.52,142.9,01/03/2019
CP01182,RO,103.24,Other sugars and sugar substitutes (ND),101.3,48.7,01/03/2019
CP01182,SE,100.55,Other sugars and sugar substitutes (ND),100.22,32.8,01/03/2019
CP01182,GB,108.3,Other sugars and sugar substitutes (ND),103.5,123.4,01/03/2019
CP01182,NL,104.21,Other sugars and sugar substitutes (ND),102.03,60.8,01/03/2019
CP01182,BG,102.04,Other sugars and sugar substitutes (ND),102.58,23.3,01/03/2019
CP0126,IS,104.2,Soft drinks (ND),99.28,0.8,01/02/2019
CP0126,LU,106.02,Soft drinks (ND),102.74,0.6,01/02/2019
CP0126,SK,95.98,Soft drinks (ND),100,20.2,01/02/2019
CP0126,SI,102.92,Soft drinks (ND),102.04,9.4,01/02/2019
CP0126,SE,103.97,Soft drinks (ND),100.8,32.8,01/02/2019
CP0126,RO,100.77,Soft drinks (ND),97.16,48.7,01/02/2019
CP0126,PT,121.52,Soft drinks (ND),124.16,24.8,01/02/2019
CP0126,PL,98.66,Soft drinks (ND),97.48,142.9,01/02/2019
CP0126,NL,112.82,Soft drinks (ND),106.09,60.8,01/02/2019
CP0126,MT,110.26,Soft drinks (ND),108.02,2.2,01/02/2019
CP0126,MK,92.17,Soft drinks (ND),98.1,6.4,01/02/2019
CP0126,LV,101.76,Soft drinks (ND),101.33,5,01/02/2019
CP0126,LT,108.27,Soft drinks (ND),108,7,01/02/2019
CP0126,IT,100.7,Soft drinks (ND),98.9,145.8,01/02/2019
CP0126,IE,97.89,Soft drinks (ND),97.4,11.4,01/02/2019
CP0126,HU,113.49,Soft drinks (ND),102.97,20.2,01/02/2019
CP0126,HR,107.37,Soft drinks (ND),104.49,12.9,01/02/2019
CP0126,FR,107.94,Soft drinks (ND),100.49,207.1,01/02/2019
CP0126,FI,100.4,Soft drinks (ND),98.45,16.6,01/02/2019
CP0126,ES,107.22,Soft drinks (ND),103.14,106.7,01/02/2019
CP0126,EL,100.39,Soft drinks (ND),99.88,26.2,01/02/2019
CP0126,EE,112.73,Soft drinks (ND),105.85,5.4,01/02/2019
CP0126,DK,102.93,Soft drinks (ND),96.91,20.9,01/02/2019
CP0126,DE,105.6,Soft drinks (ND),101.99,254.5,01/02/2019
CP0126,CZ,104.44,Soft drinks (ND),96.29,40.7,01/02/2019
CP0126,CY,91.83,Soft drinks (ND),88.07,2.3,01/02/2019
CP0126,CH,100.47,Soft drinks (ND),98.39,25.8,01/02/2019
CP0126,BG,108.31,Soft drinks (ND),102.65,23.3,01/02/2019
CP0126,BE,113.94,Soft drinks (ND),104.96,49.2,01/02/2019
CP0126,AT,107.96,Soft drinks (ND),105.44,27.2,01/02/2019
CP01260,AT,107.96,Soft drinks (ND),105.44,27.2,01/02/2019
CP01260,BE,113.94,Soft drinks (ND),104.96,49.2,01/02/2019
CP01260,BG,108.31,Soft drinks (ND),102.65,23.3,01/02/2019
CP01260,CH,100.47,Soft drinks (ND),98.39,25.8,01/02/2019
CP01260,CY,91.83,Soft drinks (ND),88.07,2.3,01/02/2019
CP01260,CZ,104.44,Soft drinks (ND),96.29,40.7,01/02/2019
CP01260,DE,105.6,Soft drinks (ND),101.99,254.5,01/02/2019
CP01260,DK,102.93,Soft drinks (ND),96.91,20.9,01/02/2019
CP01260,EE,112.73,Soft drinks (ND),105.85,5.4,01/02/2019
CP01260,EL,100.39,Soft drinks (ND),99.88,26.2,01/02/2019
CP01260,ES,107.22,Soft drinks (ND),103.14,106.7,01/02/2019
CP01260,FI,100.4,Soft drinks (ND),98.45,16.6,01/02/2019
CP01260,FR,107.94,Soft drinks (ND),100.49,207.1,01/02/2019
CP01260,HR,107.37,Soft drinks (ND),104.49,12.9,01/02/2019
CP01260,HU,113.49,Soft drinks (ND),102.97,20.2,01/02/2019
CP01260,IE,97.89,Soft drinks (ND),97.4,11.4,01/02/2019
CP01260,IT,100.7,Soft drinks (ND),98.9,145.8,01/02/2019
CP01260,LT,108.27,Soft drinks (ND),108,7,01/02/2019
CP01260,LV,101.76,Soft drinks (ND),101.33,5,01/02/2019
CP01260,MK,92.17,Soft drinks (ND),98.1,6.4,01/02/2019
CP01260,MT,110.26,Soft drinks (ND),108.02,2.2,01/02/2019
CP01260,NL,112.82,Soft drinks (ND),106.09,60.8,01/02/2019
CP01260,PL,98.66,Soft drinks (ND),97.48,142.9,01/02/2019
CP01260,PT,121.52,Soft drinks (ND),124.16,24.8,01/02/2019
CP01260,RO,100.77,Soft drinks (ND),97.16,48.7,01/02/2019
CP01260,SE,103.97,Soft drinks (ND),100.8,32.8,01/02/2019
CP01260,SI,102.92,Soft drinks (ND),102.04,9.4,01/02/2019
CP01260,SK,95.98,Soft drinks (ND),100,20.2,01/02/2019
CP01260,IS,104.2,Soft drinks (ND),99.28,0.8,01/02/2019
CP01260,LU,106.02,Soft drinks (ND),102.74,0.6,01/02/2019
CP01,IS,104.16,Food and non-alcoholic beverages,98.8,0.8,01/02/2019
CP01,LU,107.78,Food and non-alcoholic beverages,104.65,0.6,01/02/2019
CP01,GB,103.1,Food and non-alcoholic beverages,100.6,123.4,01/02/2019
CP01,SK,107.48,Food and non-alcoholic beverages,102.43,20.2,01/02/2019
CP01,SI,106.38,Food and non-alcoholic beverages,103.16,9.4,01/02/2019
CP01,SE,107.79,Food and non-alcoholic beverages,103.68,32.8,01/02/2019
CP01,RO,109.27,Food and non-alcoholic beverages,100.77,48.7,01/02/2019
CP01,PT,103.15,Food and non-alcoholic beverages,102.29,24.8,01/02/2019
CP01,PL,109.98,Food and non-alcoholic beverages,105.05,142.9,01/02/2019
CP01,NL,107.7,Food and non-alcoholic beverages,104.09,60.8,01/02/2019
CP01,MT,109.77,Food and non-alcoholic beverages,104.83,2.2,01/02/2019
CP01,MK,102.62,Food and non-alcoholic beverages,100,6.4,01/02/2019
CP01,LV,109.1,Food and non-alcoholic beverages,106.6,5,01/02/2019
CP01,LT,108.2,Food and non-alcoholic beverages,105.92,7,01/02/2019
CP01,IT,104.8,Food and non-alcoholic beverages,102.3,145.8,01/02/2019
CP01,IE,94.15,Food and non-alcoholic beverages,96.63,11.4,01/02/2019
CP01,HU,111.18,Food and non-alcoholic beverages,103.2,20.2,01/02/2019
CP01,HR,102.79,Food and non-alcoholic beverages,102.59,12.9,01/02/2019
CP01,FR,105.52,Food and non-alcoholic beverages,102.08,207.1,01/02/2019
CP01,FI,102.02,Food and non-alcoholic beverages,98.02,16.6,01/02/2019
CP01,ES,104.98,Food and non-alcoholic beverages,103.72,106.7,01/02/2019
CP01,EL,102.09,Food and non-alcoholic beverages,99.61,26.2,01/02/2019
CP01,EE,110.94,Food and non-alcoholic beverages,106.51,5.4,01/02/2019
CP01,DK,104.47,Food and non-alcoholic beverages,103.7,20.9,01/02/2019
CP01,DE,107.54,Food and non-alcoholic beverages,104.3,254.5,01/02/2019
CP01,CZ,107.77,Food and non-alcoholic beverages,106.17,40.7,01/02/2019
CP01,CY,103.25,Food and non-alcoholic beverages,99.45,2.3,01/02/2019
CP01,CH,102.52,Food and non-alcoholic beverages,101.39,25.8,01/02/2019
CP01,BG,109.48,Food and non-alcoholic beverages,103.75,23.3,01/02/2019
CP01,BE,105.08,Food and non-alcoholic beverages,102.56,49.2,01/02/2019
CP01,AT,105.43,Food and non-alcoholic beverages,103.96,27.2,01/02/2019
CP01113,IS,106.28,Bread and bakery products (ND),99.68,0.8,01/02/2019
CP01113,LU,108.78,Bread and bakery products (ND),105.29,0.6,01/02/2019
CP01113,GB,108.1,Bread and bakery products (ND),102.9,123.4,01/02/2019
CP01113,SK,107.89,Bread and bakery products (ND),100.29,20.2,01/02/2019
CP01113,SI,103.13,Bread and bakery products (ND),99.69,9.4,01/02/2019
CP01113,SE,104.53,Bread and bakery products (ND),100.37,32.8,01/02/2019
CP01113,RO,108.87,Bread and bakery products (ND),101.82,48.7,01/02/2019
CP01113,PT,101.42,Bread and bakery products (ND),99.01,24.8,01/02/2019
CP01113,PL,112.83,Bread and bakery products (ND),103.93,142.9,01/02/2019
CP01113,NL,104.76,Bread and bakery products (ND),101.86,60.8,01/02/2019
CP01113,MT,117.08,Bread and bakery products (ND),104.08,2.2,01/02/2019
CP01113,MK,100.55,Bread and bakery products (ND),99.47,6.4,01/02/2019
